Driver,Year,AvgFinish,Wins,DriverRating,Points,Sponsor_Cost,Social_Impressions,Brand_Mentions,Media_Value,Engagement_Value,ROI,Risk_Score,Return_Score,Risk_Return_Segment,Sponsor_Target_Score,Target_Rank,Sponsor_Target_Category
Carl Edwards,2008,9.5,9,108.6,6615,240825,784218,9934,62737.44,24835.0,-0.6363648292328454,0.270279551036126,0.2382457762974924,Safe but Moderate,0.4867823129288463,89.0,Medium Priority Target
Greg Biffle,2008,12.9,2,93.4,6467,129499,375179,4473,30014.32,11182.5,-0.6818753812770755,0.3676672757879902,0.20478231144625245,Safe but Moderate,0.332264405554056,453.0,Low Priority Target
Kevin Harvick,2008,12.4,0,91.0,6408,142269,251119,5481,20089.52,13702.5,-0.7624779818512817,0.427826446543743,0.14551600571978862,High Risk / Low Return,0.3268384661175904,472.0,Low Priority Target
Clint Bowyer,2008,14.1,1,82.8,6381,128559,408125,19305,32650.0,48262.5,-0.3706197154613835,0.4050261276715092,0.4336455654593012,High Risk / Low Return,0.593351823919993,24.0,Medium Priority Target
Jeff Burton,2008,12.5,2,89.2,6335,138590,353292,10926,28263.36,27315.0,-0.5989727974601342,0.3771618554168281,0.2657397724091306,Safe but Moderate,0.4444011863033339,147.0,Low Priority Target
Jeff Gordon,2008,14.5,0,95.8,6316,98783,322208,6724,25776.64,16810.0,-0.5688869542330158,0.4054464842646128,0.28786159937295525,High Risk / Low Return,0.38222872304961686,288.0,Low Priority Target
Denny Hamlin,2008,15.4,1,94.4,6214,136389,421469,10944,33717.520000000004,27360.0,-0.5521814809112171,0.4295363872007319,0.30014497090367287,High Risk / Low Return,0.43698275497551015,163.0,Low Priority Target
Tony Stewart,2008,14.9,1,93.2,6202,119781,326306,11076,26104.48,27690.0,-0.5508930464764863,0.4086211022553806,0.30109234417169733,High Risk / Low Return,0.45156679422767565,135.0,Medium Priority Target
Kyle Busch,2008,12.5,8,103.9,6186,120811,722093,26080,57767.44,65200.0,0.017849699116802297,0.2135959242297898,0.7192833355282098,Best Bet,0.7388311166610947,5.0,High Priority Target
Matt Kenseth,2008,16.4,0,89.0,6184,138787,333946,5395,26715.68,13487.5,-0.7103245981251847,0.46681980559290365,0.18386387988961517,High Risk / Low Return,0.31595112446987855,513.0,Low Priority Target
Dale Earnhardt Jr.,2008,14.1,1,99.0,6127,125488,368817,18102,29505.36,45255.0,-0.4042429555017213,0.40942323841339834,0.40892272513468475,High Risk / Low Return,0.5819301278967881,27.0,Medium Priority Target
David Ragan,2008,15.6,0,81.8,4299,98905,323207,10275,25856.56,25687.5,-0.4788528385824782,0.475001578365125,0.3540628061075199,High Risk / Low Return,0.4548039457131072,126.0,Medium Priority Target
Kasey Kahne,2008,18.1,2,81.1,4085,99127,310667,4792,24853.36,11980.0,-0.6284225286753357,0.4539810163539108,0.24408567240083812,High Risk / Low Return,0.3177270375821197,508.0,Low Priority Target
Martin Truex Jr.,2008,18.3,0,83.3,3839,112431,225001,10292,18000.08,25730.0,-0.6110496215456591,0.5264837729213432,0.2568598014980371,High Risk / Low Return,0.4476652290723617,139.0,Low Priority Target
Jamie McMurray,2008,20.1,0,77.0,3809,62763,283844,3685,22707.52,9212.5,-0.4914197855424374,0.49333376728095296,0.3448224526292037,High Risk / Low Return,0.32250951029657393,490.0,Low Priority Target
Ryan Newman,2008,20.3,1,75.5,3735,54079,280347,12982,22427.760000000002,32455.0,0.01486270086355151,0.4635385675874424,0.7170870248580771,Aggressive Opportunity,0.6177779641111096,15.0,Medium Priority Target
Kurt Busch,2008,21.9,1,73.8,3635,86116,348685,17386,27894.8,43465.0,-0.1713525941752984,0.5132239659410565,0.5801647354022218,High Risk / Low Return,0.5997899005839,21.0,Medium Priority Target
Brian Vickers,2008,20.7,0,77.2,3580,70215,300722,11432,24057.760000000002,28580.0,-0.25033454390087584,0.5130108037036828,0.522090078431337,High Risk / Low Return,0.5119736773890444,68.0,Medium Priority Target
Casey Mears,2008,22.1,0,68.0,3527,75817,172434,7038,13794.720000000001,17595.0,-0.5859804529327196,0.5328007883956285,0.27529291656800176,High Risk / Low Return,0.39430391133707554,258.0,Low Priority Target
Bobby Labonte,2008,22.6,0,60.9,3448,74765,266663,6264,21333.04,15660.0,-0.5052091219153347,0.5385577094419151,0.3346832881429562,High Risk / Low Return,0.35370263190262063,378.0,Low Priority Target
David Reutimann,2008,23.3,0,66.7,3397,80112,264523,12607,21161.84,31517.5,-0.34242884961054526,0.5517489062585785,0.4543740340484918,High Risk / Low Return,0.5125176410535561,67.0,Medium Priority Target
Travis Kvapil,2008,23.3,0,60.4,3384,75556,252117,7863,20169.36,19657.5,-0.47288289480650114,0.5475289263233902,0.35845244751457495,High Risk / Low Return,0.39269133001931744,261.0,Low Priority Target
Elliott Sadler,2008,23.7,0,65.6,3364,68099,152209,5981,12176.72,14952.5,-0.6016208754900952,0.5441739204054444,0.26379266647218613,High Risk / Low Return,0.3684354841146785,333.0,Low Priority Target
Juan Pablo Montoya,2008,23.9,0,68.0,3329,56450,247238,11611,19779.04,29027.5,-0.13540230292294064,0.5352309443074957,0.6065986337769534,High Risk / Low Return,0.5540879316198339,43.0,Medium Priority Target
Paul Menard,2008,25.4,0,56.7,3151,63230,146104,7160,11688.32,17900.0,-0.532052506721493,0.5607998653657708,0.3149456092179415,High Risk / Low Return,0.42448550051837064,194.0,Low Priority Target
David Gilliland,2008,26.2,0,59.2,3064,79009,152083,6589,12166.64,16472.5,-0.6375205356351809,0.5864931222422354,0.23739599665660124,High Risk / Low Return,0.36654124397681076,337.0,Low Priority Target
Mark Martin,2008,13.3,0,90.0,3022,133201,253457,5606,20276.56,14015.0,-0.7425577886051906,0.5267253531099512,0.16016312944337327,High Risk / Low Return,0.32950771652893807,463.0,Low Priority Target
Michael Waltrip,2008,28.2,0,50.5,2889,83866,219479,10680,17558.32,26700.0,-0.4722733885007035,0.6145174361915062,0.3589006115540014,High Risk / Low Return,0.4455983074304992,143.0,Low Priority Target
Dave Blaney,2008,27.5,0,55.6,2851,89864,158958,5583,12716.64,13957.5,-0.7031721267693404,0.615418491513142,0.1891230222876943,High Risk / Low Return,0.3039075217716453,551.0,Low Priority Target
Scott Riggs,2008,25.8,0,56.2,2797,68710,142254,6718,11380.32,16795.0,-0.5899385824479697,0.5803804422606639,0.27238254255668454,High Risk / Low Return,0.39746586301170383,248.0,Low Priority Target
Reed Sorenson,2008,28.0,0,53.2,2795,61439,220057,8151,17604.56,20377.5,-0.3817923468806459,0.5928357140555209,0.4254304385930968,High Risk / Low Return,0.41183360680685094,222.0,Low Priority Target
Robby Gordon,2008,29.0,0,48.9,2770,66021,225009,5015,18000.72,12537.5,-0.5374468729646628,0.6071784285397084,0.3109791843545913,High Risk / Low Return,0.29417237178002825,594.0,Low Priority Target
Regan Smith,2008,28.2,0,48.6,2672,56416,222908,5528,17832.64,13820.0,-0.4389421440726035,0.593186891805976,0.3834087503540716,High Risk / Low Return,0.3355894731709879,441.0,Low Priority Target
Sam Hornish Jr.,2008,29.6,0,49.6,2523,56980,212394,6800,16991.52,17000.0,-0.4034482274482274,0.6107207415597663,0.4095070809179005,High Risk / Low Return,0.370591188974232,326.0,Low Priority Target
AJ Allmendinger,2008,24.7,0,64.7,2436,68058,272589,11339,21807.12,28347.5,-0.26306062476123315,0.580509772080183,0.5127327153487989,High Risk / Low Return,0.49777624109700896,75.0,Medium Priority Target
Joe Nemechek,2008,33.7,0,37.7,1989,61101,253637,5762,20290.96,14405.0,-0.43215397456670107,0.667448393669946,0.38840002515654515,High Risk / Low Return,0.3078330907176612,539.0,Low Priority Target
Patrick Carpentier,2008,29.6,0,46.0,1794,82602,189218,6280,15137.44,15700.0,-0.6266744146630832,0.6581385298768225,0.2453710435769144,High Risk / Low Return,0.3121328507362598,530.0,Low Priority Target
Bill Elliott,2008,29.0,0,43.8,1528,59122,196981,4693,15758.48,11732.5,-0.5350126856330977,0.636881993345682,0.3127690185480328,High Risk / Low Return,0.2941667043369512,595.0,Low Priority Target
Michael McDowell,2008,30.2,0,44.0,1466,62576,114065,4862,9125.2,12155.0,-0.6599303247251342,0.6529723043506366,0.22091829740112867,High Risk / Low Return,0.32544605646710906,479.0,Low Priority Target
J.J. Yeley,2008,29.9,0,48.2,1263,77516,223440,6405,17875.2,16012.5,-0.5628296093709686,0.6713713187605286,0.2923155059457861,High Risk / Low Return,0.3145254564625832,521.0,Low Priority Target
Aric Almirola,2008,24.8,0,65.1,1075,72433,146980,1920,11758.4,4800.0,-0.7713970151726423,0.6260171494919622,0.13895792754560335,High Risk / Low Return,0.18605903468366444,933.0,Low Priority Target
Ken Schrader,2008,31.3,0,43.6,1040,51089,152063,2530,12165.04,6325.0,-0.6380817788565053,0.663815796800089,0.23698331999226338,High Risk / Low Return,0.2064652858960606,882.0,Low Priority Target
Kyle Petty,2008,34.8,0,32.1,879,87346,183607,2284,14688.56,5710.0,-0.7664625741304697,0.736618074638811,0.1425861738963569,High Risk / Low Return,0.14381376792570638,1020.0,Low Priority Target
Marcos Ambrose,2008,29.1,0,53.7,844,59127,205619,6162,16449.52,15405.0,-0.4612525580530045,0.6579823261461786,0.3670041206470054,High Risk / Low Return,0.34599920754239044,409.0,Low Priority Target
Terry Labonte,2008,27.3,0,44.0,811,60487,79998,1140,6399.84,2850.0,-0.8470772232049862,0.6441772230965823,0.08331100902517749,High Risk / Low Return,0.13979552973547116,1027.0,Low Priority Target
Tony Raines,2008,30.1,0,42.0,800,50155,147233,2144,11778.64,5360.0,-0.6582865118133785,0.659189718057492,0.22212697699572231,High Risk / Low Return,0.19557756513268731,911.0,Low Priority Target
Mike Skinner,2008,32.1,0,43.2,734,51958,154002,7336,12320.16,18340.0,-0.40990492320720584,0.6809092898715018,0.40475953552720206,High Risk / Low Return,0.4170405545344649,209.0,Low Priority Target
Dario Franchitti,2008,34.3,0,40.8,606,60693,174333,7828,13946.64,19570.0,-0.44776761735290727,0.7132593472926354,0.3769194659651682,High Risk / Low Return,0.388360003249703,274.0,Low Priority Target
Jeremy Mayfield,2008,30.3,0,42.9,578,89112,78091,2193,6247.28,5482.5,-0.8683703653828889,0.706906242344235,0.0676543693485107,High Risk / Low Return,0.18769938556607926,931.0,Low Priority Target
Sterling Marlin,2008,33.2,0,38.1,482,88547,110678,5471,8854.24,13677.5,-0.7455392051678771,0.7351957336783596,0.15797092293584944,High Risk / Low Return,0.3211426527618767,495.0,Low Priority Target
Chad McCumbee,2008,32.3,0,34.8,396,78795,188529,1886,15082.32,4715.0,-0.7487490322990038,0.71980386878405,0.15561076836605592,High Risk / Low Return,0.15044664847834102,1005.0,Low Priority Target
Johnny Sauter,2008,34.4,0,39.6,387,71447,68962,2383,5516.96,5957.5,-0.8393989950592747,0.7314905989445407,0.08895673526080099,High Risk / Low Return,0.20385955070691697,889.0,Low Priority Target
Dale Jarrett,2008,30.2,0,46.2,367,86598,149905,5195,11992.4,12987.5,-0.7115418369939259,0.7096990204961667,0.1829688560265757,High Risk / Low Return,0.28287344366939804,630.0,Low Priority Target
Scott Speed,2008,30.6,0,41.9,366,75215,158513,4485,12681.04,11212.5,-0.6823301203217443,0.7018157238912592,0.2044479462638004,High Risk / Low Return,0.2590141823301439,696.0,Low Priority Target
Ron Fellows,2008,21.0,0,78.9,200,59794,84927,2197,6794.16,5492.5,-0.7945168411546308,0.6049807086412359,0.12195814509156593,High Risk / Low Return,0.24533624230547857,749.0,Low Priority Target
Brad Keselowski,2008,21.0,0,51.0,200,83209,157948,4456,12635.84,11140.0,-0.7142636012931294,0.6286416642750494,0.18096756929484725,High Risk / Low Return,0.2994458063352123,573.0,Low Priority Target
Boris Said,2008,33.3,0,50.3,194,72424,85353,2270,6828.24,5675.0,-0.8273605434662543,0.7283051660325437,0.0978084912525736,High Risk / Low Return,0.17757354171216413,948.0,Low Priority Target
Jason Leffler,2008,33.0,0,41.1,192,87396,87467,3430,6997.360000000001,8575.0,-0.8218183898576594,0.7408011851133871,0.10188358272369322,High Risk / Low Return,0.24442249006818578,752.0,Low Priority Target
Jon Wood,2008,34.0,0,29.8,183,56370,193858,2988,15508.64,7470.0,-0.5923604754301933,0.7186894021660192,0.27060174827835237,High Risk / Low Return,0.2106761718630174,863.0,Low Priority Target
Kenny Wallace,2008,27.5,0,46.4,166,59528,90882,1627,7270.56,4067.5,-0.8095340008063433,0.6640492342764,0.1109161741288285,High Risk / Low Return,0.16997409190648585,959.0,Low Priority Target
John Andretti,2008,38.3,0,31.8,149,78276,67751,1166,5420.08,2915.0,-0.8935167867545608,0.7804192369819118,0.04916445107883993,High Risk / Low Return,0.08262796654256557,1097.0,Low Priority Target
Mike Wallace,2008,30.5,0,49.6,143,58179,130999,2685,10479.92,6712.5,-0.7044909675312399,0.690288308327583,0.18815329154399082,High Risk / Low Return,0.20655463141609864,881.0,Low Priority Target
Joey Logano,2008,37.0,0,29.7,113,66843,149375,4632,11950.0,11580.0,-0.6479810900169053,0.7582625203399496,0.2297044530880433,High Risk / Low Return,0.24592524169662067,747.0,Low Priority Target
Max Papis,2008,39.0,0,37.6,92,73952,159376,2302,12750.08,5755.0,-0.7497690393768931,0.784015021840302,0.15486076711435076,High Risk / Low Return,0.1294122063100718,1044.0,Low Priority Target
David Stremme,2008,28.0,0,58.4,84,83160,119733,5355,9578.64,13387.5,-0.7238318903318903,0.6948380278117265,0.17393209972673693,High Risk / Low Return,0.33249330302339586,450.0,Low Priority Target
P.J. Jones,2008,37.0,0,36.7,52,79516,83341,1824,6667.28,4560.0,-0.8588047688515519,0.7728699097008577,0.07468785914218422,High Risk / Low Return,0.12630216662244062,1051.0,Low Priority Target
Scott Pruett,2008,38.0,0,53.5,49,60449,65122,1074,5209.76,2685.0,-0.8693980049297755,0.7626655723009224,0.0668987560168253,High Risk / Low Return,0.08599284321038775,1095.0,Low Priority Target
Brad Coleman,2008,38.0,0,25.9,49,71125,56573,2094,4525.84,5235.0,-0.8627649912126538,0.7734537150447444,0.07177594628173298,High Risk / Low Return,0.18802589217741333,929.0,Low Priority Target
Mike Bliss,2008,39.0,0,25.4,46,57418,76880,885,6150.400000000001,2212.5,-0.8543505520916785,0.7686656801089234,0.07796300126392701,High Risk / Low Return,0.06326752208985958,1108.0,Low Priority Target
Brian Simo,2008,43.0,0,26.9,34,72746,151356,5266,12108.48,13165.0,-0.6525791108789487,0.8204064723940755,0.226323573213136,High Risk / Low Return,0.2335240916691692,791.0,Low Priority Target
Jimmie Johnson,2007,10.8,10,110.3,6723,111288,890989,33793,71279.12,84482.5,0.39962637481130037,0.12285940298116874,1.0,Best Bet,0.9050983169925119,1.0,High Priority Target
Jeff Gordon,2007,7.3,6,108.6,6646,192101,724904,13480,57992.32,33700.0,-0.5226869199015101,0.2753847557071393,0.32183203382244085,Safe but Moderate,0.5393969280862116,44.0,Medium Priority Target
Clint Bowyer,2007,13.8,1,87.4,6377,119545,348443,4069,27875.440000000002,10172.5,-0.681727048391819,0.39334325124994957,0.20489137916943104,Safe but Moderate,0.3185104640520452,503.0,Low Priority Target
Matt Kenseth,2007,13.0,2,95.9,6298,126877,404586,9930,32366.88,24825.0,-0.5492336672525359,0.370905572767468,0.3023124695237603,Safe but Moderate,0.43789713607822106,161.0,Low Priority Target
Kyle Busch,2007,14.1,1,97.8,6293,136026,364589,5083,29167.12,12707.5,-0.6921572346463176,0.4151701155445996,0.19722216498850675,High Risk / Low Return,0.3304378795263495,460.0,Low Priority Target
Tony Stewart,2007,13.1,3,100.9,6242,105313,553886,8119,44310.88,20297.5,-0.38651087709969334,0.32666612097500797,0.42196094936384837,Safe but Moderate,0.47410711286591495,101.0,Medium Priority Target
Jeff Burton,2007,13.8,1,87.9,6231,105349,371232,7487,29698.56,18717.5,-0.5404222156831104,0.38330936954273764,0.30879144388547103,Safe but Moderate,0.4042106213530293,236.0,Low Priority Target
Kurt Busch,2007,15.3,2,99.7,6231,97179,366986,8007,29358.88,20017.5,-0.49190277734901566,0.3635150887632658,0.34446731346659454,Safe but Moderate,0.4160144589852409,213.0,Low Priority Target
Carl Edwards,2007,13.9,3,92.9,6222,100326,525088,16382,42007.04,40955.0,-0.17307537427984762,0.3293968039987392,0.5788979920012854,Safe but Moderate,0.5992786878686135,22.0,Medium Priority Target
Kevin Harvick,2007,15.5,1,86.4,6199,134555,293577,10902,23486.16,27255.0,-0.6228965107205232,0.4290234935955706,0.24814889948317434,High Risk / Low Return,0.43622458918729745,165.0,Low Priority Target
Martin Truex Jr.,2007,16.4,1,90.3,6164,91560,373783,12600,29902.64,31500.0,-0.3293726518130188,0.39468730440651417,0.4639741288938312,Safe but Moderate,0.5138272870326928,62.0,Medium Priority Target
Denny Hamlin,2007,14.0,1,97.1,6143,103612,337488,5377,26999.04,13442.5,-0.6096828552677296,0.38594754863612707,0.2578647714060467,Safe but Moderate,0.3540951596011823,376.0,Low Priority Target
Ryan Newman,2007,18.6,0,86.5,4046,107650,311798,5264,24943.84,13160.0,-0.6460395726892708,0.518232354539474,0.23113203183479697,High Risk / Low Return,0.31827307353818435,504.0,Low Priority Target
Greg Biffle,2007,18.5,1,76.4,3991,116745,278910,12593,22312.8,31482.5,-0.5392068182791554,0.5031495499337842,0.3096851137374212,High Risk / Low Return,0.47819553587537444,95.0,Medium Priority Target
Casey Mears,2007,18.9,1,72.6,3949,121890,345520,11172,27641.600000000002,27930.0,-0.5440840101731068,0.5131785561012537,0.30609896212674903,High Risk / Low Return,0.43045103127728673,177.0,Low Priority Target
Dale Earnhardt Jr.,2007,18.6,0,93.2,3929,110022,190917,8552,15273.36,21380.0,-0.6668542655105343,0.5240841649144641,0.21582719130162187,High Risk / Low Return,0.4168795276392445,211.0,Low Priority Target
Jamie McMurray,2007,22.2,1,72.4,3556,73383,277523,6899,22201.84,17247.5,-0.46241854380442343,0.5053823157366277,0.36614678270103335,High Risk / Low Return,0.37685716395397484,309.0,Low Priority Target
Bobby Labonte,2007,22.2,0,66.2,3517,54249,289513,10010,23161.04,25025.0,-0.1117616914597504,0.5121989600226955,0.6239813447137809,High Risk / Low Return,0.5193674712417918,57.0,Medium Priority Target
Kasey Kahne,2007,22.2,0,71.5,3489,84518,253833,7855,20306.64,19637.5,-0.5273889585650394,0.5436127237252033,0.31837467067304936,High Risk / Low Return,0.3836005775971181,286.0,Low Priority Target
Juan Pablo Montoya,2007,22.7,1,67.7,3487,68351,267191,6082,21375.28,15205.0,-0.46481719360360496,0.5068221399799256,0.36438307890839783,High Risk / Low Return,0.36009469212286505,359.0,Low Priority Target
J.J. Yeley,2007,22.6,0,64.8,3456,54088,235157,6771,18812.56,16927.5,-0.33922385741754185,0.5174272821852044,0.45673063353545984,High Risk / Low Return,0.41363309744442306,218.0,Low Priority Target
Reed Sorenson,2007,24.4,0,63.9,3275,65282,210723,6342,16857.84,15855.0,-0.49889954351888727,0.5502374634719165,0.33932265957247576,High Risk / Low Return,0.36257431360175013,349.0,Low Priority Target
David Ragan,2007,24.5,0,56.1,3251,69330,232364,4189,18589.12,10472.5,-0.5808218664358864,0.5559341166288971,0.2790859748844795,High Risk / Low Return,0.2869189660611128,617.0,Low Priority Target
